CaseId,WEIGHT,P_IMAGE1A,P_IMAGE1B,P_IMAGE2A,P_IMAGE2B,P_IMAGE3A,P_IMAGE3B,P_IMAGE4A,P_IMAGE4B,P_IMAGE5A,P_IMAGE5B,P_IMAGE6A,P_IMAGE6B,P_IMAGE7A,P_IMAGE7B,P_IMAGE8A,P_IMAGE8B,P_RELIG,P_ATTEND,P_ZIPCODE,P_CBSA,RND_00,RND_01,RND_02,RND_03,RND_04,RND_05,RND_06,RND_07,RND_08,POLADSTRUMPTEMPS4,POLAADSBIDENTEMPS4,POLADSREGULATIONS4,POLADSGLOBALWARMINGS4,MONTGOMERY1S4,MONTGOMERY2S4,MONTGOMERY3S4,MONTGOMERY4S4,MONTGOMERY5S4,MONTGOMERY6S4,MONTGOMERY7S4,MONTGOMERY8S4,PolAdsORDER1,PolAdsORDER2,PolAdsORDER3,PolAdsORDER4,PolAdsORDER5,PolAdsORDER6,PolAdsORDER7,PolAdsORDER8,POLADSTRUMP1S4,POLADSTRUMP2S4,POLADSBIDEN1S4,POLADSBIDEN2S4,POLADSEXXON1S4,POLADSEXXON2S4,POLADSPATAGONIA1S4,POLADSPATAGONIA2S4,POLADSPOWER1S4,POLADSPOWER2S4,POLADSSIERRA1S4,POLADSSIERRA2S4,POLADSCOLGATE1S4,POLADSCOLGATE2S4,POLADSMSC1S4,POLADSMSC2S4,PartyID7,IDEO1S4,QCANDI20,QPA015A,BAGAINS4,QPAC2,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,INCOME4,INCOME9,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
528,0.76565263,343,342,413,441,245,621,625,213,112,133,154,631,113,433,212,513,9,2,57104,"Sioux Falls, SD Metro Area",0,0,1,0,1,0,1,1,1,1,6,1,1,1,1,2,1,1,1,1,1,4,8,2,6,5,7,1,3,1,,,3,3,,,5,2,,,5,,5,,5,3,1,2,1,2,1,4/1/2021 14:12,4/1/2021 14:22,11,2,1,Desktop,2,56,3,5,1,5,1,7,8,2,4,SD,2,4,1,1,1,1,4,2,0,0,0,0,1
531,1.73735144,664,521,211,433,431,261,441,141,255,361,213,664,215,255,521,342,14,3,99005,"Spokane-Spokane Valley, WA Metro Area",1,0,0,0,0,0,1,0,1,5,3,4,1,2,1,1,1,2,1,1,1,2,7,3,1,8,4,5,6,2,,1,,3,,1,,2,,,2,5,,,5,6,4,1,2,2,1,4/1/2021 14:16,4/1/2021 14:24,8,2,1,Smartphone,1,65,4,6,1,5,1,7,12,3,7,WA,4,9,1,1,1,1,3,2,0,0,0,0,1
533,3.16090966,144,564,312,664,125,421,134,364,614,345,523,515,325,324,122,214,9,1,78745,"Austin-Round Rock-Georgetown, TX Metro Area",0,0,0,0,1,0,0,0,1,1,5,1,1,1,1,1,1,1,1,2,1,4,1,3,6,2,8,5,7,1,,3,,3,,,4,2,,2,,3,,,4,4,3,2,1,2,1,4/3/2021 18:45,4/3/2021 18:51,6,2,1,Desktop,1,44,2,3,1,1,5,1,6,1,3,TX,3,7,1,1,2,3,4,2,0,0,0,0,1
538,0.75518722,254,431,243,661,345,163,412,262,641,632,134,124,435,245,515,433,10,1,39503,"Gulfport-Biloxi, MS Metro Area",1,0,1,0,1,0,1,0,1,6,2,4,2,2,1,1,1,1,2,2,1,1,2,8,4,7,5,3,6,1,,,4,5,,,5,1,,,4,5,,,5,6,6,1,2,2,1,4/1/2021 16:30,4/1/2021 16:42,12,2,1,Smartphone,2,53,3,4,1,5,3,1,11,3,6,MS,3,6,1,0,1,1,4,2,0,0,0,0,1
540,1.54248701,542,623,341,333,363,152,355,625,165,344,542,332,635,131,255,133,1,1,19904,"Dover, DE Metro Area",1,1,0,0,1,1,0,0,0,1,7,1,3,2,2,1,2,2,1,1,2,7,1,8,3,4,2,6,5,,5,2,,3,,,3,,3,2,,3,,2,,2,8,2,1,2,1,4/5/2021 8:26,4/5/2021 8:32,6,2,1,Desktop,2,63,4,5,1,2,3,5,3,1,2,DE,3,5,1,1,1,1,2,1,0,0,0,0,1
548,2.48061673,533,144,543,614,511,355,345,455,554,125,654,533,155,655,352,444,2,4,48045,"Detroit-Warren-Dearborn, MI Metro Area",1,0,1,0,1,1,1,0,1,7,1,4,2,1,1,1,1,2,1,2,2,8,4,1,5,7,6,3,2,4,,,3,1,,,4,,3,,2,3,,,2,7,7,1,2,1,1,4/1/2021 20:02,4/1/2021 20:05,3,2,1,Smartphone,2,34,2,2,1,2,5,1,15,4,8,MI,2,3,1,1,1,1,4,4,0,0,0,0,1
550,0.44459839,342,362,655,541,653,323,352,145,352,335,423,144,445,121,424,255,1,1,44836,"Fremont, OH Micro Area",1,1,0,1,0,0,0,1,1,6,1,1,3,1,2,2,2,2,1,2,1,8,5,1,3,6,7,2,4,,3,2,,,4,1,,2,,2,,,5,,5,7,6,1,2,1,1,4/2/2021 7:02,4/2/2021 7:11,10,2,1,Desktop,2,66,4,6,1,2,4,5,3,1,2,OH,2,3,0,1,3,4,4,1,0,0,0,0,1
551,0.37249945,465,612,132,264,423,555,211,342,452,213,343,355,144,453,554,121,1,8,58503,"Bismarck, ND Metro Area",1,1,0,1,1,0,1,0,1,5,1,6,3,2,2,1,1,2,1,1,2,3,6,8,5,1,2,4,7,,4,2,,,5,,5,2,,,5,5,,,5,4,6,1,2,1,1,4/1/2021 12:54,4/1/2021 13:07,19,2,1,Desktop,1,90,4,7,1,3,2,5,6,1,3,ND,2,4,1,1,1,2,2,1,0,0,0,0,1
552,0.53931132,351,413,612,541,563,454,663,613,245,455,461,611,422,214,612,325,2,7,30033,"Atlanta-Sandy Springs-Alpharetta, GA Metro Are",1,0,1,0,1,0,0,1,1,1,5,3,1,2,1,1,2,2,2,2,2,4,8,2,6,5,1,7,3,2,,,2,3,,,5,2,,1,,,5,,5,2,3,2,1,2,1,4/1/2021 12:16,4/1/2021 12:24,8,2,1,Smartphone,2,68,4,6,1,5,4,5,11,3,6,GA,3,5,1,1,1,1,4,1,0,0,0,0,1
554,1.34495678,264,221,353,435,613,153,455,534,635,415,651,252,153,143,521,621,1,6,73130,"Oklahoma City, OK Metro Area",1,0,1,1,0,0,1,0,0,7,1,4,1,2,1,1,1,2,2,2,1,5,3,8,7,1,4,2,6,1,,,1,,5,2,,3,,,4,4,,3,,7,6,1,2,1,1,4/7/2021 15:47,4/7/2021 15:58,12,2,1,Desktop,2,47,3,4,1,3,1,6,3,1,2,OK,3,7,1,1,1,1,4,5,0,0,0,0,1
557,0.13314404,313,434,463,532,565,454,542,252,515,611,612,123,244,425,351,225,9,1,40502,"Lexington-Fayette, KY Metro Area",0,1,1,0,0,1,1,1,1,1,5,4,1,1,2,1,2,1,2,1,2,4,3,5,6,2,8,7,1,,2,,3,3,,5,,,3,,3,,5,,3,1,1,2,1,2,1,4/7/2021 16:53,4/7/2021 16:57,5,2,1,Smartphone,1,32,2,2,1,5,6,1,14,4,8,KY,3,6,1,1,2,2,4,2,0,0,0,0,2
558,0.36143482,152,555,323,141,362,225,613,231,235,154,223,445,544,244,113,453,2,8,85335,"Phoenix-Mesa-Chandler, AZ Metro Area",0,1,1,1,0,0,0,0,0,1,7,2,3,1,2,2,1,2,1,1,1,7,8,4,6,1,5,2,3,,5,,5,,4,3,,3,,1,,5,,3,,1,2,2,1,2,1,4/2/2021 14:31,4/3/2021 0:20,25,2,1,Smartphone,2,36,2,3,4,3,1,1,10,2,6,AZ,4,8,1,1,1,1,4,5,0,0,2,1,2
562,0.19865951,212,152,665,544,632,351,134,255,142,365,264,323,341,543,122,541,2,8,19947,"Salisbury, MD-DE Metro Area",0,0,0,0,1,1,0,1,1,1,6,3,3,2,2,2,2,1,2,2,1,2,8,4,1,5,3,7,6,1,,2,,3,,,4,,2,2,,,5,,5,1,4,2,1,2,1,4/1/2021 12:02,4/1/2021 12:07,5,2,1,Desktop,2,79,4,7,1,3,1,1,16,4,9,DE,3,5,1,1,1,1,2,2,0,0,0,0,2
565,0.49849512,124,441,665,243,225,164,343,115,254,452,223,424,253,513,135,443,1,3,56007,"Albert Lea, MN Micro Area",1,0,0,0,1,0,1,1,1,1,5,2,1,1,2,1,2,1,2,2,2,5,1,7,6,8,3,4,2,1,,1,,2,,,4,1,,,3,,5,,5,2,2,2,1,1,1,4/1/2021 20:43,4/1/2021 20:53,10,2,1,Smartphone,2,28,1,2,1,3,5,1,7,2,4,MN,2,4,0,1,1,1,4,1,0,0,0,0,1
567,0.77575432,355,233,565,433,614,362,354,223,643,225,134,445,442,531,334,411,12,3,8360,"Vineland-Bridgeton, NJ Metro Area",0,1,0,1,1,0,1,1,1,4,2,4,1,2,2,1,2,2,1,1,2,7,1,3,6,4,2,8,5,,3,1,,,3,,4,3,,,3,,5,,5,5,4,3,2,2,1,4/19/2021 9:25,4/19/2021 9:35,10,2,1,Desktop,1,23,1,1,1,3,5,7,4,1,2,NJ,1,2,1,1,1,4,4,3,0,0,0,0,3
572,0.38597431,441,114,332,615,461,343,364,264,565,654,165,665,624,424,641,155,10,3,74112,"Tulsa, OK Metro Area",1,1,1,0,0,0,1,1,1,1,5,1,1,2,2,2,2,1,1,1,2,2,8,5,4,7,6,3,1,,2,,2,1,,1,,1,,,1,,5,,5,1,2,2,1,2,1,4/1/2021 14:59,4/1/2021 15:04,5,2,1,Desktop,2,42,2,3,1,4,6,1,13,3,7,OK,3,7,1,1,1,1,4,2,0,0,0,0,2
576,1.20150861,345,115,532,425,245,232,561,454,534,313,312,412,362,255,462,242,14,5,23502,"Virginia Beach-Norfolk-Newport News, VA-NC Met",0,1,0,1,1,1,0,0,0,1,7,1,1,2,2,2,1,2,2,2,2,5,6,8,7,2,4,3,1,,1,2,,,3,,4,,2,3,,3,,4,,1,2,2,1,2,1,4/4/2021 5:16,4/4/2021 5:25,9,2,1,Desktop,1,66,4,6,1,1,4,6,4,1,2,VA,3,5,1,1,2,3,1,1,0,0,0,0,1
583,0.30216233,221,651,565,543,134,535,541,134,263,322,254,244,341,153,632,225,1,6,75071,"Dallas-Fort Worth-Arlington, TX Metro Area",0,0,1,1,1,0,0,0,0,7,1,7,3,1,2,1,1,2,1,1,2,5,2,6,7,3,1,8,4,1,,,2,,3,,4,1,,1,,5,,1,,3,2,1,2,1,1,4/1/2021 11:22,4/1/2021 11:26,3,2,1,Smartphone,1,28,1,2,1,3,1,1,10,2,6,TX,3,7,1,1,2,3,4,5,0,0,0,0,5
584,1.51138748,615,344,355,462,332,462,125,352,551,345,642,614,152,421,113,415,,,17403,"York-Hanover, PA Metro Area",1,0,1,1,1,1,1,0,0,7,1,6,2,2,2,1,1,2,2,2,2,1,3,6,8,2,5,7,4,3,,,2,,3,,5,,2,,3,3,,2,,7,7,1,2,1,1,4/1/2021 15:21,4/1/2021 15:26,5,2,1,Smartphone,1,18,1,1,5,1,5,4,15,4,8,PA,1,2,1,1,1,1,4,6,0,0,0,3,3
588,0.17832612,111,312,445,464,141,465,322,565,664,465,454,632,424,631,335,634,1,3,64138,"Kansas City, MO-KS Metro Area",0,1,1,1,1,0,1,1,1,3,5,4,1,2,2,1,1,1,2,1,1,1,8,5,7,6,2,4,3,,1,,1,,5,,3,1,,,3,,5,,5,1,8,4,4,2,2,4/3/2021 17:39,4/3/2021 17:55,17,2,1,Smartphone,2,57,3,5,1,3,2,1,12,3,7,MO,2,4,1,1,1,1,4,2,0,0,0,0,2
589,0.38835132,331,544,344,164,351,363,332,353,313,311,442,132,463,662,221,413,11,1,33311,"Miami-Fort Lauderdale-Pompano Beach, FL Metro",0,0,1,0,1,1,0,0,1,1,7,4,2,1,2,2,2,2,2,1,2,7,2,4,6,3,1,8,5,1,,,4,5,,,5,,5,5,,2,,,5,5,1,2,4,1,1,4/17/2021 13:32,4/17/2021 13:35,3,2,1,Smartphone,1,31,2,2,2,1,5,7,6,1,3,FL,3,5,1,0,2,1,4,4,0,0,0,1,3
597,3.85330555,511,614,262,162,513,643,633,364,133,245,454,655,354,352,355,264,2,1,36083,,1,0,0,1,0,0,1,0,1,1,7,4,1,1,1,1,1,1,2,1,2,3,2,6,5,7,8,4,1,1,,2,,,3,2,,2,,,5,5,,,4,1,6,2,1,2,1,4/1/2021 23:11,4/1/2021 23:32,21,2,1,Smartphone,2,45,3,4,2,2,5,1,5,1,3,AL,3,6,0,1,1,1,4,3,0,0,0,1,2
601,1.27805034,435,454,311,535,321,655,621,315,162,161,263,555,561,241,223,441,,,84120,"Salt Lake City, UT Metro Area",0,1,1,1,0,0,0,0,1,1,5,3,1,1,1,1,2,1,1,2,1,6,5,7,2,4,8,1,3,,3,,4,,4,2,,2,,3,,5,,,5,1,3,1,4,2,1,4/7/2021 14:12,4/18/2021 23:35,9,2,1,Smartphone,1,18,1,1,4,1,5,7,12,3,7,UT,4,8,1,1,1,1,4,6,0,1,1,2,3
603,0.22469592,554,214,311,633,532,523,455,163,153,644,523,433,633,565,422,414,1,2,33513,"The Villages, FL Metro Area",1,0,1,0,0,0,1,1,0,3,5,3,3,2,1,2,2,1,1,1,2,1,4,2,5,7,3,8,6,2,,,2,4,,3,,3,,,5,,5,4,,2,2,2,1,2,1,4/2/2021 9:01,4/2/2021 9:09,9,2,1,Desktop,2,70,4,6,1,3,2,1,15,4,8,FL,3,5,1,1,1,1,1,1,0,0,0,0,1
604,0.82988329,312,225,511,542,643,441,633,363,214,665,563,554,465,134,621,345,2,3,2816,"Providence-Warwick, RI-MA Metro Area",0,0,1,0,1,1,0,0,1,1,7,1,1,1,1,1,1,1,1,2,1,3,8,4,2,1,6,5,7,1,,,1,3,,,3,,3,1,,3,,,3,-1,3,2,4,2,1,4/1/2021 12:43,4/1/2021 12:51,8,2,1,Desktop,2,76,4,7,1,4,1,5,8,2,4,RI,1,1,1,1,2,3,2,2,0,0,0,0,2
608,0.58087275,514,265,543,335,323,631,511,154,123,313,531,625,354,551,643,131,12,8,47374,"Richmond, IN Micro Area",1,1,1,0,1,1,0,0,0,1,6,2,1,1,1,1,1,1,1,1,1,4,6,8,5,7,2,1,3,,2,,2,2,,,4,,1,2,,3,,1,,1,5,2,1,1,1,4/1/2021 14:46,4/1/2021 14:57,7,2,1,Smartphone,1,59,3,5,2,3,3,1,4,1,2,IN,2,3,0,1,2,3,4,1,0,0,0,0,1
611,0.89686637,123,352,565,433,611,633,621,661,334,465,633,652,412,114,632,333,2,5,20833,"Washington-Arlington-Alexandria, DC-VA-MD-WV M",1,1,1,0,0,0,1,1,1,1,7,3,1,1,2,1,1,1,1,2,1,1,2,4,8,6,5,7,3,,3,,3,2,,3,,1,,,4,,5,,5,3,2,2,1,2,1,4/1/2021 12:14,4/1/2021 12:20,6,2,1,Desktop,2,54,3,4,1,5,1,1,16,4,9,MD,3,5,1,1,1,1,3,4,0,0,0,2,2
619,1.17156014,123,332,541,364,545,134,565,163,214,611,131,551,525,225,544,554,12,4,28166,"Charlotte-Concord-Gastonia, NC-SC Metro Area",1,1,1,0,1,1,1,1,1,2,2,4,1,2,1,2,1,1,2,1,2,1,4,5,7,3,6,8,2,,3,,3,1,,,5,,3,,3,,5,,5,4,2,3,3,2,1,4/8/2021 10:48,4/8/2021 10:56,9,2,1,Smartphone,2,25,1,2,2,3,5,1,4,1,2,NC,3,5,1,1,1,1,4,4,0,0,0,0,4
623,1.27768818,152,615,132,614,665,613,525,612,364,314,322,253,545,143,261,411,11,1,45231,"Cincinnati, OH-KY-IN Metro Area",0,0,1,0,0,0,1,1,1,3,5,1,1,2,2,2,1,2,1,2,2,2,6,7,5,4,3,1,8,1,,,4,4,,1,,1,,,4,,5,,5,3,2,2,1,2,1,4/1/2021 12:55,4/1/2021 13:06,11,2,1,Desktop,2,30,2,2,1,4,5,1,15,4,8,OH,2,3,1,1,1,1,4,2,0,0,0,0,1
624,0.21053548,135,363,562,134,453,621,111,632,153,163,533,142,365,265,665,425,3,2,80863,"Colorado Springs, CO Metro Area",1,0,0,1,0,1,0,0,0,5,2,3,2,2,2,2,1,2,1,2,2,3,6,8,2,4,7,5,1,1,,1,,,3,1,,,2,1,,4,,4,,6,2,1,2,2,1,4/12/2021 19:30,4/12/2021 19:35,5,2,1,Desktop,1,65,4,6,1,3,3,1,13,3,7,CO,4,8,1,1,1,1,3,4,0,0,1,0,3
628,0.22385956,315,213,213,511,212,142,153,342,343,411,632,622,112,654,532,234,12,1,37618,"Kingsport-Bristol, TN-VA Metro Area",1,1,0,0,1,0,1,1,0,1,6,2,1,2,1,2,1,1,2,1,1,1,8,4,2,7,5,6,3,,1,2,,3,,,5,1,,,5,,5,2,,3,2,2,1,2,1,4/5/2021 13:38,4/5/2021 13:47,9,2,1,Smartphone,2,72,4,6,1,3,3,5,13,3,7,TN,3,6,1,1,1,1,2,6,0,0,1,3,4
629,0.95199978,142,261,665,542,523,222,531,125,554,264,262,434,664,633,542,363,1,1,60612,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",0,1,0,0,0,1,0,1,0,7,7,1,2,2,2,2,2,2,2,2,2,6,3,4,1,2,8,7,5,,2,2,,2,,2,,,2,1,,,2,2,,5,1,2,2,1,1,4/3/2021 22:45,4/3/2021 22:48,4,2,1,Smartphone,1,35,2,3,2,1,5,7,2,1,1,IL,2,3,1,1,2,3,4,5,0,0,0,0,5
630,0.47241735,322,452,655,465,545,334,245,522,132,513,622,162,355,161,112,624,2,4,54153,"Green Bay, WI Metro Area",1,1,0,1,0,0,1,0,1,1,7,4,1,1,1,1,2,1,1,1,1,2,1,3,8,6,7,5,4,,1,2,,,3,2,,1,,,3,5,,,5,2,4,2,1,2,1,4/1/2021 11:33,4/1/2021 11:39,7,2,1,Desktop,2,67,4,6,1,5,1,5,9,2,5,WI,2,3,1,1,1,1,2,2,0,0,0,0,2
638,0.18660325,614,455,353,654,414,662,253,624,121,312,614,644,361,524,165,513,2,6,55369,"Minneapolis-St. Paul-Bloomington, MN-WI Metro",0,0,1,1,0,0,1,0,1,7,1,7,2,2,2,1,2,1,2,2,2,5,8,1,6,2,4,3,7,4,,,1,,5,1,,1,,,1,5,,,4,3,6,1,2,2,1,4/3/2021 17:12,4/3/2021 17:17,6,2,1,Smartphone,1,67,4,6,1,3,6,1,13,3,7,MN,2,4,1,1,1,1,4,3,0,0,0,0,3
641,1.80457882,362,153,131,442,161,154,665,521,345,333,555,345,212,155,462,254,11,2,92649,"Los Angeles-Long Beach-Anaheim, CA Metro Area",0,1,1,0,0,0,0,1,1,1,6,2,1,2,1,1,1,2,2,1,2,4,2,7,5,8,1,3,6,,2,,2,2,,1,,2,,2,,,4,,3,1,2,2,1,2,1,4/1/2021 8:45,4/1/2021 9:02,19,2,1,Desktop,1,70,4,6,1,4,6,2,13,3,7,CA,4,9,1,1,1,1,2,4,0,0,0,0,4
645,0.54610513,451,624,335,351,452,665,533,114,462,424,212,265,263,615,123,263,11,1,88011,"Las Cruces, NM Metro Area",1,0,1,0,1,0,0,0,0,2,4,3,3,2,1,2,2,2,2,1,1,7,5,2,6,3,8,1,4,2,,,2,2,,,2,2,,2,,3,,2,,5,4,4,4,2,1,4/1/2021 10:07,4/1/2021 10:11,4,2,1,Desktop,2,54,3,4,1,5,5,1,14,4,8,NM,4,8,1,1,1,1,4,1,0,0,0,0,1
646,0.98507273,241,411,145,343,224,245,121,345,365,663,562,521,545,331,635,663,2,8,30512,,0,1,0,1,0,1,1,0,0,3,4,5,3,1,2,1,2,2,2,1,2,4,8,6,3,1,7,5,2,,5,1,,,4,2,,,5,,5,5,,4,,6,5,1,3,2,1,4/1/2021 13:25,4/1/2021 13:34,9,2,1,Desktop,1,59,3,5,1,3,1,5,9,2,5,GA,3,5,0,1,1,1,4,2,0,0,0,0,2
648,1.04046595,122,114,142,341,414,611,635,524,242,514,164,335,633,661,525,464,11,1,99204,"Spokane-Spokane Valley, WA Metro Area",0,1,0,0,0,1,1,0,0,1,7,1,3,2,2,1,2,2,2,1,1,6,8,2,7,1,5,4,3,,4,1,,2,,3,,,3,,2,2,,3,,2,8,2,1,2,1,4/1/2021 9:15,4/1/2021 9:20,6,2,1,Smartphone,2,24,1,1,1,2,5,4,1,1,1,WA,4,9,1,1,2,3,4,2,0,0,0,0,2
649,0.50865499,521,611,535,451,464,652,422,312,633,321,522,431,653,544,511,223,2,8,93720,"Fresno, CA Metro Area",1,0,0,0,1,1,0,0,0,1,7,1,1,1,2,2,1,2,1,2,2,5,1,3,2,8,4,7,6,2,,2,,3,,,5,,3,3,,5,,5,,1,8,2,1,2,1,4/2/2021 4:00,4/2/2021 4:10,10,2,1,Tablet,2,64,4,5,1,3,3,4,6,1,3,CA,4,9,1,1,2,3,4,3,0,0,0,0,3
653,0.14954573,312,345,141,243,621,424,542,462,313,343,443,444,161,415,511,335,12,7,85382,"Phoenix-Mesa-Chandler, AZ Metro Area",0,1,0,0,0,0,0,0,1,1,3,1,1,1,1,2,1,1,2,2,1,1,3,6,4,7,2,5,8,,2,1,,2,,3,,2,,1,,5,,,5,1,8,2,3,1,1,4/1/2021 23:14,4/1/2021 23:27,14,2,1,Smartphone,2,62,4,5,1,3,4,6,6,1,3,AZ,4,8,1,1,2,4,3,3,0,0,0,0,3
655,0.37050724,544,464,314,632,133,243,353,512,543,241,163,524,653,451,142,253,11,1,98074,"Seattle-Tacoma-Bellevue, WA Metro Area",1,1,1,0,0,1,0,1,0,2,4,3,2,1,1,2,2,2,2,98,1,4,1,6,2,7,5,3,8,,3,,3,2,,1,,,2,1,,,5,2,,5,2,98,98,2,1,4/16/2021 12:35,4/16/2021 12:45,10,2,1,Smartphone,1,52,3,4,3,5,2,1,15,4,8,WA,4,9,1,1,1,1,3,1,0,0,0,0,1
656,0.32503568,153,363,454,131,365,553,152,363,133,361,553,654,414,624,311,544,12,2,60543,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",0,0,0,0,0,0,0,1,0,7,1,6,2,2,1,1,2,1,2,2,2,7,6,5,8,4,3,2,1,1,,1,,4,,1,,1,,1,,,5,1,,7,6,1,2,2,1,4/2/2021 15:55,4/2/2021 16:05,10,2,1,Desktop,1,61,4,5,1,3,5,5,9,2,5,IL,2,3,1,1,1,1,2,1,0,0,0,0,1
657,0.37177252,211,244,135,645,413,425,213,365,145,453,342,655,512,245,123,544,10,4,15650,"Pittsburgh, PA Metro Area",0,1,1,1,1,0,1,0,0,1,5,1,1,1,1,2,1,1,1,1,1,3,1,7,4,5,8,6,2,,2,,1,,3,,4,1,,,3,4,,2,,1,3,2,1,2,1,4/2/2021 10:08,4/2/2021 10:13,5,2,1,Smartphone,2,40,2,3,1,5,1,1,11,3,6,PA,1,2,1,1,2,1,4,2,0,0,0,0,2
659,0.33160399,533,541,262,613,242,614,315,441,512,425,641,215,322,461,114,214,2,6,1028,"Springfield, MA Metro Area",1,0,1,0,1,1,0,0,1,1,2,1,1,1,1,1,98,1,2,1,1,1,7,5,3,2,6,8,4,3,,,3,2,,,5,,3,3,,5,,,4,5,3,4,2,2,1,4/18/2021 8:17,4/18/2021 8:24,8,2,1,Desktop,1,34,2,2,1,3,1,1,9,2,5,MA,1,1,1,1,1,1,4,4,0,1,1,0,2
664,0.27523699,165,132,345,662,462,255,363,263,644,352,624,523,564,362,554,422,10,2,83201,"Pocatello, ID Metro Area",0,0,1,0,0,0,1,0,0,1,4,2,1,2,1,2,2,1,2,1,2,3,2,4,6,8,7,5,1,1,,,3,2,,3,,1,,,3,5,,3,,2,2,2,3,2,1,4/1/2021 9:37,4/1/2021 9:43,6,2,1,Smartphone,1,26,1,2,1,3,6,1,5,1,3,ID,4,8,1,1,2,3,4,2,0,0,0,0,2
665,0.28128768,521,454,424,112,243,134,222,213,424,422,114,665,632,224,314,543,1,4,92629,"Los Angeles-Long Beach-Anaheim, CA Metro Area",0,0,0,0,1,1,1,1,1,5,1,3,3,1,1,1,1,2,1,2,1,7,5,4,2,1,3,8,6,2,,1,,2,,,3,,2,,2,,5,,3,6,2,1,2,2,1,4/1/2021 8:50,4/1/2021 8:59,9,2,1,Smartphone,1,60,4,5,1,3,1,6,11,3,6,CA,4,9,1,1,1,1,3,4,0,0,0,0,4
667,1.63071640,143,654,433,413,454,644,442,663,143,532,613,123,522,653,413,115,12,5,89121,"Las Vegas-Henderson-Paradise, NV Metro Area",1,0,1,1,1,1,1,0,1,1,6,1,2,2,2,1,2,2,2,1,1,5,3,1,4,6,8,2,7,1,,,3,,5,,5,,3,,5,5,,,1,1,3,2,1,1,1,4/2/2021 12:01,4/2/2021 12:10,10,2,1,Smartphone,2,35,2,3,4,2,5,1,4,1,2,NV,4,8,1,1,1,1,3,3,0,0,0,0,3
668,0.64034990,251,565,652,241,314,524,151,314,651,252,564,165,244,133,222,124,3,8,84752,,0,0,1,0,1,1,1,0,0,5,3,7,2,1,2,1,1,2,2,1,2,2,8,7,6,5,3,4,1,1,,,3,3,,,4,,2,,2,3,,4,,3,6,1,3,2,1,4/1/2021 11:40,4/1/2021 12:19,7,2,1,Smartphone,2,56,3,5,1,4,1,1,11,3,6,UT,4,8,0,1,1,1,2,4,0,0,0,1,2
678,0.71246478,662,414,263,221,254,524,145,235,212,161,521,342,653,331,124,243,1,5,19320,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Me",1,0,0,0,0,1,0,0,0,1,6,3,1,2,2,2,1,1,1,1,1,4,5,2,1,6,8,3,7,1,,1,,3,,2,,,4,1,,4,,3,,3,4,2,1,2,1,4/1/2021 12:19,4/1/2021 12:30,12,2,1,Desktop,2,65,4,6,1,4,1,5,11,3,6,PA,1,2,1,1,1,1,2,1,0,0,0,0,1
679,0.56789391,345,662,551,653,222,341,363,234,144,263,554,323,613,664,162,651,7,3,95492,"Santa Rosa-Petaluma, CA Metro Area",0,0,1,0,0,1,0,0,0,1,7,2,3,1,2,1,1,1,2,1,1,6,4,7,2,3,5,1,8,1,,,4,1,,5,,,5,2,,5,,3,,1,1,2,1,2,1,4/3/2021 18:26,4/3/2021 18:33,7,2,1,Smartphone,2,60,4,5,1,5,3,7,11,3,6,CA,4,9,1,1,2,1,4,3,0,0,0,0,3
682,0.56815106,233,414,432,621,544,661,565,144,643,655,155,411,643,245,344,443,1,5,97055,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0,0,0,1,0,1,0,0,0,5,1,7,2,1,2,1,2,1,2,2,2,1,2,8,3,7,6,4,5,1,,1,,,4,1,,,2,2,,5,,4,,3,6,1,2,1,1,4/1/2021 16:51,4/1/2021 16:56,5,2,1,Desktop,1,36,2,3,1,3,5,1,10,2,6,OR,4,9,1,1,2,1,5,2,0,0,0,0,2
686,0.22463154,643,435,351,654,644,241,433,152,241,364,623,225,164,445,153,321,14,1,34771,"Orlando-Kissimmee-Sanford, FL Metro Area",1,1,0,1,0,1,1,1,1,1,5,4,3,2,2,2,2,1,2,1,1,6,8,1,3,7,2,5,4,,5,1,,,4,2,,,4,,4,,5,,4,5,8,3,3,2,1,4/19/2021 7:33,4/19/2021 7:36,3,2,1,Smartphone,1,35,2,3,1,3,1,1,12,3,7,FL,3,5,1,1,2,1,4,5,0,0,0,0,2
699,0.74034468,152,513,613,564,531,223,642,623,414,361,553,322,632,512,114,512,1,5,29835,,0,1,1,0,0,0,0,1,0,7,1,6,2,2,2,2,2,2,2,2,1,1,2,7,3,4,5,6,8,,3,,2,4,,3,,1,,1,,,5,4,,7,6,1,2,1,1,4/3/2021 12:44,4/3/2021 12:57,14,2,1,Desktop,1,80,4,7,1,3,1,5,11,3,6,SC,3,5,0,1,1,1,2,2,0,0,0,0,2
