CaseId,WEIGHT,P_SPLIT,P_IMAGE1A,P_IMAGE1B,P_IMAGE2A,P_IMAGE2B,P_IMAGE3A,P_IMAGE3B,P_IMAGE4A,P_IMAGE4B,P_IMAGE5A,P_IMAGE5B,P_IMAGE6A,P_IMAGE6B,P_PARTYID7,P_IDEO,P_RELIG,P_ATTEND,P_ZIPCODE,P_CBSA,RND_00,RND_01,RND_02,RND_03,RND_04,RND_05,RND_06,RND_07,RND_08,POLMATTERSS4,PA_ORDER1,PA_ORDER2,PA_ORDER3,PA_ORDER4,PA_ORDER5,PA_ORDER6,PA_ORDER7,PA_ORDER8,PA_ORDER1S4,PA_ORDER2S4,PA_RLAW1S4,PA_RLAW2S4,PA_ORDER3S4,PA_RLAW4S4F,PA_RLAW7S4G,PA_RLAW8S4,SCAWARES4,FREES4,MEFREE1S4,MEFREE2S4,SCJOBS4,NOLOOKUPS4,SCELECTS4,SCELECTS4_TOTALTIME,SCLIFES4,SCLIFES4_TOTALTIME,SCJRS4,SCJRS4_TOTALTIME,SCAPPEALS4,SCAPPEALS4_TOTALTIME,SCFINALS4,SCFINALS4_TOTALTIME,SCLIB1S4,SCLIB2S4,SCLIB3S4,CTCHANGES4,ALLOW1S4,ALLOW2S4,ALLOW3S4,SCSUP1_3ORDER1,SCSUP1_3ORDER2,SCSUP1S4,SCSUP2S4,GPBS4_ORDER1,GPBS4_ORDER2,GPBS4_ORDER3,GPBS4_ORDER4,GPBS4_ORDER5,GPBS4_ORDER6,GPBS4_ORDER7,GPBS4_ORDER8,GPBS4_ORDER9,GPBS4_ORDER10,GPBS4_ORDER11,GPBS4_ORDER12,GPBS4_ORDER13,GPBS4_ORDER14,GP1BS4,GP2BS4,GP3BS4,GP4BS4,GP5BS4,GP6BS4,GP7BS4,GP8BS4,GP9BS4,GP10BS4,GP11BS4,GP12BS4,GP13BS4,GP14BS4,AOTHBS4,AOTHERB1S4,AOTHERB2S4,DOV_GPB1_1,DOV_GPB1_2,DOV_GPB1_3,HIGHGP1S4,HIGHGP2S4,HIGHGP3S4,DOV_GPB2_1,DOV_GPB2_2,DOV_GPB2_3,DOV_GPB2_4,DOV_GPB2_5,DOV_GPB2_6,DOV_GPB2_7,DOV_GPB2_8,DOV_GPB2_9,DOV_GPB2_10,DOV_GPB2_11,DOV_GPB2_12,DOV_GPB2_13,DISGROUP1S4,DISGROUP2S4,DISGROUP3S4,DISGROUP4S4,DISGROUP5S4,DISGROUP6S4,DISGROUP7S4,DISGROUP8S4,DISGROUP9S4,DISGROUP10S4,DISGROUP11S4,DISGROUP12S4,DISGROUP13S4,DOV_LLIKE1,DOV_LLIKE3,DOV_LLIKE1_2,DOV_LLIKE3_2,DOV_LLIKE1_3,DOV_LLIKE3_3,DOV_LLIKE1_4,DOV_LLIKE3_4,DOV_LLIKE1_5,DOV_LLIKE3_5,LL1SPCHS4,LL1BANS4,LL1DEMS4,LL3SPCHS4,LL3BANS4,LL3DEMS4,OPIOIDS4,CURB_ORDER1,CURB_ORDER2,CURB_ORDER3,CURB_ORDER4,CURB_ORDER5,CURB1S4,CURB2S4,CURB3S4,CURB4S4,CURB5S4,LL1DANGSS4,LL1VIOLENTS4,LL1PPOWS4,LL1AFFS4,LL1ANGERS4,LL1PROCS4,LL1POWS4,LL1HATES4,LL1FREES4,LL1SECURES4,LL1UNAMS4,LL1AFRAIDS4,LL1IDEOLOGYS4,LL1KNOWS4,CONTACTXS4,LL3DANGSS4,LL3VIOLENTS4,LL3PPOWS4,LL3AFFS4,LL3ANGERS4,LL3PROCS4,LL3POWS4,LL3HATES4,LL3FREES4,LL3SECURES4,LL3UNAMS4,LL3AFRAIDS4,LL3IDEOLOGYS4,LL3KNOWS4,CONTACTYS4,SCSUP1_5ORDER1,SCSUP1_5ORDER2,SCSUP1_5ORDER3,SCSUP1_5ORDER4,SCSUP4S4,SCSUP5S4,SCSUP7S4,SCSUP8S4,DOG3S4,DOG4S4,DOG5S4,DEMMUMS4,DEMATHS4,DEMCOMS4,DEMFUNDS4,DEMWNATIONALS4,IDEO1S4,SCIDEO1S4,BAGAINS4,ISSUES4,GUNSS4,WALLS4,ABORTIONS4,GAYRIGHTSS4,PRIVACYS4,ANOINTEDS4,POLADSTRUMPTEMPS4,POLAADSBIDENTEMPS4,POLADSREGULATIONS4,POLADSGLOBALWARMINGS4,MONTGOMERY1S4,MONTGOMERY2S4,MONTGOMERY3S4,MONTGOMERY4S4,MONTGOMERY5S4,MONTGOMERY6S4,PolAdsORDER1,PolAdsORDER2,PolAdsORDER3,PolAdsORDER4,PolAdsORDER5,PolAdsORDER6,PolAdsORDER7,PolAdsORDER8,POLADSTRUMP1S4,POLADSTRUMP2S4,POLADSBIDEN1S4,POLADSBIDEN2S4,POLADSEXXON1S4,POLADSEXXON2S4,POLADSPATAGONIA1S4,POLADSPATAGONIA2S4,POLADSPOWER1S4,POLADSPOWER2S4,POLADSSIERRA1S4,POLADSSIERRA2S4,POLADSCOLGATE1S4,POLADSCOLGATE2S4,POLADSMSC1S4,POLADSMSC2S4,QPA015A,QPA015,QPAC2,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC,EDUC4,MARITAL,EMPLOY,INCOME,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
1358,0.82286235,1,253,523,145,461,461,521,624,625,234,513,613,124,5,4,11,2,27703,"Durham-Chapel Hill, NC",0,1,1,1,0,0,1,0,1,3,1,2,6,5,7,4,8,3,4,4,5,5,4,4,5,5,1,2,2,2,2,1,2,9,2,15,1,16,1,21,3,11,3,,,3,1,1,1,1,2,5,5,10,1,9,6,3,12,8,2,5,13,7,11,14,4,76,3,3,1,76,2,2,76,100,2,77,4,74,75,2,,,9,11,5,2,2,3,4,10,6,7,2,3,12,,,,,,,,,1,2,,,,,,,,3,,3,12,3,12,3,12,3,12,3,12,1,5,1,,,,2,1,2,5,4,3,5,4,2,5,5,9,3,7,8,9,1,7,7,10,10,3,10,3,1,2,,,,,,,,,,,,,,,,1,2,4,3,4,5,5,4,4,5,4,3,3,3,3,3,4,3,2,5,,,,,4,5,4,2,3,1,2,1,2,2,2,2,4,8,7,5,6,2,3,1,,4,,4,,4,3,,1,,,4,5,,,5,2,4,1,7/2/2020 15:43,7/2/2020 16:27,44,2,1,Smartphone,2,28,1,2,1,10,3,6,1,7,NC,3,5,1,1,2,1,4,2,0,0,0,0,2
1362,0.40829303,2,524,615,634,354,425,231,564,563,341,625,124,652,1,1,1,5,53073,"Sheboygan, WI",1,1,1,1,1,0,0,1,1,1,5,7,4,1,2,8,3,6,3,2,3,4,3,2,4,2,2,2,1,,2,1,2,2,2,1,1,4,1,6,2,8,2,,2,5,2,2,3,1,2,4,3,2,8,1,9,4,14,6,11,7,12,13,3,5,10,2,77,1,1,29,3,3,100,100,998,100,2,99,2,1,Fascists,5,8,11,9,1,3,1,4,3,1,12,7,6,13,,,,,,,,,,2,,,1,,,,,,3,7,13,7,13,7,13,7,13,7,13,,,,4,2,4,5,5,4,1,2,3,4,3,2,1,2,,,,,,,,,,,,,,,,10,9,8,6,8,0,6,6,8,8,0,6,10,2,,4,1,2,3,3,2,3,2,3,3,3,3,3,3,3,1,1,3,2,1,4,,,,,5,1,5,1,1,2,1,1,2,2,1,1,4,6,7,8,5,3,2,,1,,2,,3,,3,2,,2,,,5,,5,1,1,1,7/6/2020 17:54,7/6/2020 18:07,13,2,1,Smartphone,2,25,1,2,1,12,4,6,1,15,WI,2,3,1,1,1,1,3,4,0,0,0,0,4
1366,0.63648249,1,651,425,643,561,165,513,564,652,521,413,532,231,1,2,1,2,45505,"Springfield, OH",1,1,1,0,0,1,0,1,0,1,4,6,1,3,2,8,5,7,3,2,4,4,4,4,4,2,2,2,2,1,3,1,2,31,2,5,1,38,2,42,3,28,2,,1,4,2,2,1,1,2,2,2,3,10,12,13,6,7,1,8,2,11,14,4,5,9,2,5,55,3,23,20,48,100,62,45,97,5,100,55,1,It really bothers me for anyone who discriminates people who makes fun or who is rude who hurts people just because they are not like them. We are all God's children all lives matters Black lifes matter brown lifes matter native American Indians lifes matter white lives everyone matters no matter the race no matter if you are disabled poor elderly we all matter,100,13,8,14,1,1,1,1,4,2,12,6,,,,,,,,,3,1,,2,,,,,,,,,,2,1,2,1,2,1,2,1,2,1,4,2,4,,,,3,4,1,3,2,5,2,2,2,2,2,10,10,9,9,10,0,8,9,10,10,3,10,10,2,,,,,,,,,,,,,,,,,4,1,3,2,2,3,2,2,2,4,2,2,2,2,3,2,2,2,1,4,,,,2,,4,1,6,4,3,1,1,2,98,1,2,1,5,2,8,3,6,4,7,,5,,2,2,,2,,,2,2,,,5,4,,1,1,1,7/3/2020 8:07,7/4/2020 16:40,99,2,1,Smartphone,2,62,4,5,1,9,2,2,6,3,OH,2,3,1,1,1,3,4,1,0,0,0,0,1
1371,1.36533505,2,324,615,624,531,635,452,361,524,145,324,361,231,2,5,12,7,42101,"Bowling Green, KY",1,1,1,0,0,1,0,1,1,3,3,2,4,7,5,8,6,1,4,4,3,2,4,1,4,4,1,1,1,,2,1,98,4,2,9,1,9,1,35,2,15,2,,1,2,1,1,1,2,1,4,3,5,3,4,8,7,6,12,11,1,2,13,14,10,9,25,0,25,0,0,0,0,50,75,0,50,0,51,25,1,White Nationalists,0,,,,,,,2,13,4,7,5,6,12,10,3,1,8,11,9,,,,1,2,,3,,,,,,,4,7,4,7,4,7,4,7,4,7,,,,2,2,2,3,3,2,4,5,1,3,3,3,3,4,,,,,,,,,,,,,,,,10,10,2,0,8,0,2,7,10,10,1,0,10,2,,3,2,4,1,3,3,3,3,3,3,2,3,3,3,3,3,4,3,1,5,,,,,4,5,1,5,2,3,1,1,1,2,2,2,4,6,7,5,2,1,8,3,,1,,2,3,,3,,,5,2,,,5,,5,1,1,1,7/2/2020 15:00,7/2/2020 16:45,34,2,1,Desktop,2,59,3,5,2,11,3,1,6,13,KY,3,6,1,1,2,1,2,2,0,0,0,0,2
1372,5.98024505,2,265,423,431,312,251,541,542,241,615,253,352,621,7,8,11,1,70113,"New Orleans-Metairie, LA",0,1,1,1,0,1,1,1,0,3,2,4,1,6,7,5,8,3,5,3,2,3,5,2,2,4,2,2,2,1,3,2,2,11,2,11,3,6,2,8,2,9,2,,1,3,3,3,3,2,1,2,4,11,4,9,2,13,6,14,10,1,12,7,5,8,3,49,96,2,998,92,71,32,65,44,44,38,40,34,86,1,Kkk,5,2,5,15,1,1,1,3,13,7,11,,,,,,,,,,,,,,,,1,,,,3,,2,7,11,7,11,7,11,7,11,7,11,,,,3,4,4,5,2,4,1,5,3,2,3,1,2,1,,,,,,,,,,,,,,,,3,3,3,3,4,7,4,3,3,0,4,3,2,1,4,2,4,1,3,2,3,2,4,3,2,3,4,4,4,4,1,3,2,2,4,,,,2,,2,5,1,3,1,2,2,2,1,1,2,1,4,8,3,7,5,2,6,,2,,3,,3,3,,,2,,3,,5,1,,4,4,1,7/6/2020 11:12,7/6/2020 11:38,26,2,1,Smartphone,1,38,2,3,2,7,1,5,6,1,LA,3,7,1,1,2,3,4,1,0,0,0,0,1
1373,1.43749384,2,354,231,234,635,164,653,421,463,345,415,124,562,7,8,2,3,13069,"Syracuse, NY",0,1,1,1,1,1,0,1,0,2,1,7,5,8,6,3,4,2,4,4,5,4,3,3,5,4,2,2,2,2,3,1,2,11,2,10,3,11,2,31,3,13,3,,,3,2,1,2,1,2,2,2,4,3,6,11,7,9,13,2,12,8,10,14,5,1,49,998,25,998,2,50,8,24,50,2,100,1,24,100,2,,,11,15,,2,1,,12,5,10,7,8,,,,,,,,,,,,,2,,1,,,,,3,,7,12,7,12,7,12,7,12,7,12,,,,2,2,3,2,1,5,3,4,2,2,2,2,2,3,,,,,,,,,,,,,,,,6,8,3,4,7,1,5,5,10,8,4,7,5,2,,1,3,4,2,2,3,2,2,2,3,4,2,2,1,3,1,4,2,2,1,1,,,,,2,7,1,1,1,2,1,1,1,2,1,7,2,5,3,4,1,6,8,,3,,2,,5,,4,,3,3,,,5,2,,2,4,1,7/15/2020 13:09,7/15/2020 13:29,20,2,1,Smartphone,2,32,2,2,1,9,2,1,7,7,NY,1,2,1,1,2,4,4,3,0,0,0,0,1
1374,0.35561518,1,631,214,261,514,124,135,452,652,452,421,652,621,3,2,11,2,67213,"Wichita, KS",0,1,0,0,0,0,0,0,1,1,3,6,7,1,5,8,4,2,5,4,2,2,5,4,5,3,1,2,1,,3,1,2,8,2,6,1,9,1,21,3,29,2,,1,4,1,1,2,1,2,4,3,5,7,4,6,10,9,3,1,14,13,12,2,8,11,45,55,22,3,55,20,3,100,100,2,100,2,60,25,98,,,8,9,11,2,2,1,12,10,7,4,6,3,,,,,,,,,,,1,,,2,,,3,,,,4,10,4,10,4,10,4,10,4,10,4,1,5,,,,2,3,1,5,4,2,4,3,2,4,3,10,8,6,3,10,0,4,98,10,8,0,8,7,2,,,,,,,,,,,,,,,,,3,1,4,2,2,3,4,2,5,4,4,2,4,4,4,2,1,3,2,5,,,,,4,5,1,4,1,1,2,2,2,2,2,2,3,1,8,2,7,6,4,5,,3,1,,2,,2,,3,,2,,4,,,4,1,1,1,7/2/2020 22:54,7/2/2020 23:37,43,2,1,Smartphone,2,35,2,3,5,13,4,5,1,9,KS,2,4,1,1,2,1,4,1,0,0,0,0,1
1377,0.41686464,1,652,452,453,325,563,412,413,312,415,652,534,652,7,3,5,8,92591,"Riverside-San Bernardino-Ontario, CA",1,0,1,1,1,0,0,0,1,1,1,8,3,4,2,7,5,6,1,3,2,2,2,2,2,1,2,2,1,,2,1,1,1,1,1,1,1,1,1,2,1,1,1,,2,2,2,1,1,2,2,2,13,4,2,7,12,5,8,3,1,9,14,6,10,11,62,52,69,69,61,64,100,46,65,51,69,57,60,64,1,Republic,63,7,,,2,,,8,10,2,12,,,,,,,,,,,1,,,,,,2,,3,,,,2,10,2,10,2,10,2,10,2,10,2,3,1,,,,2,1,3,4,2,5,2,2,2,3,4,7,7,5,7,7,8,8,8,8,7,8,7,7,2,,,,,,,,,,,,,,,,,1,3,4,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,,2,,,,2,4,5,5,2,1,1,1,2,2,2,5,3,6,4,2,8,1,7,2,,,3,,3,,5,3,,3,,5,,,5,3,1,2,7/2/2020 22:21,7/2/2020 22:30,10,2,1,Smartphone,1,34,2,2,2,12,4,1,1,10,CA,4,9,1,1,1,1,2,4,0,1,0,0,3
1379,0.81262986,2,361,321,365,325,561,415,421,142,134,453,645,314,3,4,14,3,67062,"Wichita, KS",0,0,1,1,1,1,1,1,1,1,1,8,2,6,3,7,5,4,4,5,5,5,5,5,5,5,1,2,1,,2,1,2,12,2,10,1,14,1,32,3,64,2,,1,4,1,1,1,1,2,5,5,5,8,10,14,12,3,7,11,9,4,2,1,13,6,10,50,0,0,50,0,0,70,40,0,50,0,80,0,1,"Racists
People oppressing those is poverty
People who don't/won't understand the issues of poverty
People who deny other access to healthcare
Those who widen the wealth gap
Those who continue to use Jim Crow laws to incarcerate people of color
People who suppress the vote!!!
People who separate children from their parents at the boarder
People who ban Muslims from other countries
People who ban students from studying in the US
People who stick their heads in the sand, i.e. Congressional Republicans
People who confirm unqualified people to positions of power
People who refuse to submit to governmental oversight
People who use force on peaceful protestors",0,14,,,3,,,12,13,6,3,7,10,4,1,9,11,2,5,,,,,2,,,,,1,3,,,,9,10,9,10,9,10,9,10,9,10,,,,2,5,2,2,1,2,3,5,4,5,4,5,3,5,,,,,,,,,,,,,,,,10,0,2,1,6,0,7,2,10,10,2,3,10,2,,1,2,3,4,4,5,5,5,3,4,4,3,3,3,3,3,3,3,2,1,4,,,,,5,1,7,1,1,2,2,1,2,1,2,5,6,3,4,7,8,1,2,1,,,3,,4,,3,,2,,4,,5,,4,4,1,1,7/3/2020 0:05,7/3/2020 1:02,57,2,1,Desktop,2,50,3,4,1,13,4,1,7,11,KS,2,4,1,1,1,1,3,4,0,0,0,0,4
1381,0.56907939,1,162,364,345,215,523,124,652,431,645,325,342,325,,,,,98103,"Seattle-Tacoma-Bellevue, WA",1,0,1,0,1,0,1,1,0,3,2,3,1,8,4,6,7,5,2,2,2,2,3,2,4,3,1,2,2,3,2,1,2,14,2,7,1,27,1,15,3,17,2,,1,4,1,1,2,2,1,4,4,4,12,11,10,7,14,1,5,3,13,6,9,2,8,50,50,25,998,25,12,25,88,100,0,75,25,75,38,2,,,9,8,,2,2,,10,6,3,12,7,5,2,1,,,,,,,,,,,,2,,,1,,3,,10,12,10,12,10,12,10,12,10,12,2,4,2,,,,5,2,3,1,4,5,5,4,5,4,3,8,5,1,2,3,2,0,3,8,7,0,2,5,2,,,,,,,,,,,,,,,,,2,3,1,4,2,5,4,4,4,5,3,3,3,3,3,2,2,3,2,5,,,,,4,5,2,5,1,1,1,2,2,1,2,2,4,2,7,6,8,3,5,1,1,,,4,4,,,5,1,,,4,,5,3,,4,4,2,7/16/2020 18:22,7/16/2020 18:51,30,2,1,Desktop,1,39,2,3,1,10,3,6,1,18,WA,4,9,1,1,1,1,4,2,0,0,0,0,1
1382,0.51901521,2,231,521,312,635,351,531,125,364,214,361,432,314,4,4,7,1,60632,"Chicago-Naperville-Elgin, IL-IN-WI",0,1,0,0,1,0,1,0,1,2,7,5,6,2,4,1,3,8,2,1,3,3,2,3,2,2,2,2,2,1,2,2,1,14,2,1,2,3,2,2,2,4,3,,,4,2,3,2,2,1,2,3,4,13,3,5,8,1,2,12,7,9,14,10,11,6,55,15,24,1,5,6,2,60,94,48,100,16,62,54,2,,,11,9,,3,2,,4,7,5,6,,,,,,,,,,,,,1,2,3,,,,,,,,4,6,4,6,4,6,4,6,4,6,,,,3,2,4,5,5,2,4,1,3,2,3,2,2,4,,,,,,,,,,,,,,,,5,5,6,7,3,5,6,5,6,9,9,4,7,2,,2,4,1,3,3,3,2,4,2,3,3,3,3,2,3,2,5,2,2,4,,,,1,,3,4,5,5,2,2,1,1,1,1,98,7,8,5,4,1,3,6,2,,1,3,,3,,,3,2,,,1,2,,,3,3,3,1,7/2/2020 14:04,7/2/2020 19:21,13,2,1,Smartphone,1,27,1,2,4,11,3,1,1,5,IL,2,3,1,0,2,1,4,1,0,0,0,0,1
1388,0.61821833,1,423,631,361,523,251,532,523,351,213,263,543,653,3,4,,,37129,"Nashville-Davidson--Murfreesboro--Franklin, TN",1,0,1,0,1,0,0,1,0,3,2,6,8,7,4,1,5,3,2,2,2,4,4,4,4,4,2,2,2,3,1,1,1,18,1,19,2,17,2,32,1,43,3,,,4,3,3,2,2,1,4,2,3,5,1,13,11,10,9,7,4,6,14,12,8,2,7,5,5,777,8,9,5,5,10,5,777,777,11,777,2,,,,,,,,,2,10,8,7,3,1,5,6,,,,,,,1,,,3,2,,,,,,,,2,5,2,5,2,5,2,5,2,5,2,4,4,,,,5,2,4,1,5,3,2,2,2,2,2,9,5,5,5,5,5,5,5,5,5,7,5,6,2,,,,,,,,,,,,,,,,,2,4,1,3,2,4,2,4,2,2,4,2,3,3,3,3,6,3,1,1,2,,,,,4,2,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,7/2/2020 0:17,7/20/2020 11:05,31,1,1,Phone interview (not online),2,65,4,6,3,9,2,1,6,6,TN,3,6,1,1,1,1,1,4,0,0,0,0,4
1389,1.29127574,2,562,461,421,412,361,254,123,652,651,462,514,153,7,2,11,1,48451,"Flint, MI",0,0,0,1,0,0,0,1,1,3,4,7,8,5,1,2,6,3,4,3,4,3,4,4,4,3,1,2,2,2,2,1,2,11,2,9,1,10,2,27,2,24,1,1,,2,1,1,1,1,2,4,3,13,2,5,6,10,3,11,1,9,12,8,14,4,7,42,1,72,1,3,56,85,16,81,79,73,7,19,82,2,,,7,15,9,3,2,2,4,2,5,12,8,,,,,,,,,,2,,,3,,,,,,,1,,12,5,12,5,12,5,12,5,12,5,,,,2,4,2,2,4,5,1,2,3,5,2,3,3,4,,,,,,,,,,,,,,,,6,7,5,5,7,4,3,5,6,6,6,6,2,2,,4,1,2,3,2,3,3,2,3,2,3,2,2,2,2,3,5,3,2,5,,,,,3,5,5,3,3,3,1,2,1,1,2,1,1,7,3,5,6,8,4,2,2,,2,,,4,3,,3,,2,,,5,,3,2,2,1,7/2/2020 15:38,7/2/2020 16:01,23,2,1,Smartphone,1,67,4,6,1,9,2,3,1,13,MI,2,3,1,1,1,2,4,3,0,0,0,0,3
1392,1.29689630,1,635,645,645,564,243,324,561,631,413,143,315,431,4,8,11,2,27405,"Greensboro-High Point, NC",0,1,0,0,1,1,1,1,0,3,6,2,7,4,5,3,8,1,4,4,2,4,4,4,4,4,2,2,2,1,3,1,2,12,2,16,1,13,1,15,3,14,3,,,3,3,3,2,2,1,4,4,2,1,3,13,9,10,7,5,11,14,8,4,6,12,38,4,34,998,15,4,998,44,73,8,71,5,69,1,2,,,,,,,,,6,2,12,10,5,,,,,,,,,,2,,,,1,,,,3,,,,6,10,6,10,6,10,6,10,6,10,5,3,2,,,,1,2,4,5,3,1,3,3,2,3,3,7,7,6,6,7,5,6,5,6,4,5,5,6,2,,,,,,,,,,,,,,,,,2,4,3,1,3,3,3,3,3,3,3,2,2,2,2,2,5,2,2,3,,,4,,,4,1,4,4,3,2,2,1,1,2,2,8,6,4,3,7,1,2,5,,1,1,,2,,,4,,2,,1,,4,2,,4,1,1,7/5/2020 22:43,7/9/2020 14:46,21,2,1,Smartphone,2,50,3,4,2,11,3,3,6,11,NC,3,5,1,1,2,1,2,6,0,0,0,0,6
1395,1.32751750,2,423,462,621,143,152,215,435,143,561,132,325,563,6,6,11,1,42503,"Somerset, KY",1,1,1,1,0,0,1,1,1,1,5,2,8,4,1,6,3,7,4,4,4,4,4,4,4,4,1,1,1,,2,1,2,16,2,9,2,23,1,18,3,13,3,,,3,1,1,1,2,1,3,3,6,10,5,4,3,12,1,11,13,7,2,8,14,9,79,31,7,76,42,63,66,41,9,3,21,6,37,62,1,Black lives matter,9,1,4,,2,3,,10,12,3,9,13,,,,,,,,,,,,,,,,,,1,,2,3,10,13,10,13,10,13,10,13,10,13,,,,3,3,5,2,5,2,4,1,3,3,3,1,1,3,,,,,,,,,,,,,,,,10,10,0,0,4,0,0,4,0,0,0,0,10,2,,2,4,1,3,3,3,3,3,2,2,3,1,1,1,2,3,6,3,2,5,,,,,4,5,4,2,7,1,1,1,1,1,2,2,6,4,5,1,2,3,8,7,,1,,1,,5,1,,1,,,5,,5,,5,2,2,1,7/2/2020 14:21,7/2/2020 14:40,19,2,1,Smartphone,2,42,2,3,1,10,3,1,7,8,KY,3,6,0,1,1,1,4,3,0,0,0,0,3
1405,0.26113676,1,431,624,413,235,352,165,354,514,243,461,421,531,1,2,11,2,13045,"Cortland, NY",1,1,1,1,1,1,1,0,1,2,2,8,6,7,4,5,1,3,5,5,4,4,5,2,5,4,1,2,1,,2,1,2,6,2,25,1,7,1,11,3,9,3,,,4,1,2,2,2,1,5,4,4,1,11,10,2,6,3,9,5,12,13,8,7,14,28,48,4,998,61,8,2,76,54,7,88,6,76,21,1,Confederate sympathizers,11,11,14,8,3,2,2,7,3,12,10,,,,,,,,,,,,2,,,,1,,,,,3,,7,12,7,12,7,12,7,12,7,12,1,4,4,,,,2,2,4,5,1,3,5,5,5,5,3,9,10,4,3,9,0,3,9,2,4,1,6,10,2,,,,,,,,,,,,,,,,,2,4,1,3,5,5,5,5,3,2,4,4,4,4,3,3,2,3,2,5,,,,,4,5,1,6,1,1,2,1,2,2,1,1,4,7,1,2,3,6,5,8,,1,,1,,2,,3,,2,,2,4,,,5,1,1,1,7/2/2020 15:33,7/2/2020 15:51,19,2,1,Smartphone,1,33,2,2,1,11,3,4,1,13,NY,1,2,0,1,1,3,2,2,0,0,0,0,2
1412,0.86556762,2,641,423,365,521,641,314,154,542,631,532,623,164,7,7,12,8,24382,,0,0,0,0,0,1,1,0,0,1,2,1,6,7,5,3,8,4,2,2,5,5,2,5,5,5,2,2,1,,3,1,2,6,2,5,1,28,1,26,3,13,1,2,,1,1,1,1,2,1,5,3,11,4,9,14,5,13,7,10,2,6,1,12,3,8,98,998,100,2,3,96,6,998,998,3,4,998,3,93,1,Mlb,998,3,1,6,1,1,4,4,5,10,11,7,,,,,,,,,,,,,1,,3,,,,2,,,5,7,5,7,5,7,5,7,5,7,,,,2,2,2,98,2,1,5,3,4,5,4,5,5,5,,,,,,,,,,,,,,,,3,4,2,3,3,3,5,4,3,6,5,5,5,1,4,2,1,3,4,2,4,2,3,2,2,2,1,3,3,4,4,7,1,1,3,,,1,,,1,7,1,5,2,98,98,2,2,2,2,1,8,3,7,2,4,6,5,2,,1,,98,,1,,,4,,3,98,,3,,2,2,1,7/2/2020 19:10,7/2/2020 19:52,43,2,1,Smartphone,1,67,4,6,1,10,3,1,6,7,VA,3,5,0,1,1,1,3,2,0,0,0,0,1
1413,0.20644382,2,512,652,213,152,245,634,361,263,241,154,214,324,2,4,12,3,92027,"San Diego-Carlsbad, CA",0,0,1,1,0,1,1,0,1,3,7,4,5,8,6,2,3,1,4,4,4,4,3,4,4,4,2,1,2,2,4,1,1,12,1,9,1,12,2,15,2,11,1,1,,4,2,2,2,2,1,4,3,10,9,3,7,2,12,1,11,4,8,13,6,5,14,25,23,75,0,0,25,24,25,23,49,49,0,50,51,2,,,,,,,,,4,5,12,2,9,7,8,6,1,,,,,,,,1,2,,3,,,,,,,4,7,4,7,4,7,4,7,4,7,,,,3,3,3,2,4,5,2,3,1,98,3,3,3,3,,,,,,,,,,,,,,,,2,1,7,3,0,2,4,1,2,2,1,2,5,2,,4,2,3,1,2,3,3,3,2,2,4,3,4,3,3,3,4,1,1,1,4,,,,,5,1,6,3,2,1,1,2,2,2,2,4,7,3,5,1,6,8,2,2,,,2,,4,3,,,3,,3,4,,,2,2,1,1,7/2/2020 14:14,7/9/2020 22:46,33,2,1,Desktop,2,54,3,4,1,11,3,1,1,13,CA,4,9,1,1,1,2,4,2,0,0,0,0,2
1424,1.77480265,2,615,364,423,364,462,624,241,421,254,364,432,315,1,2,2,4,90810,"Los Angeles-Long Beach-Anaheim, CA",1,1,0,1,0,0,0,1,1,2,5,3,4,2,1,8,7,6,4,5,2,3,4,3,3,3,2,2,1,,4,1,2,27,1,3,1,5,2,309,2,12,2,,2,4,2,3,3,2,1,2,3,14,10,9,4,2,1,3,11,5,8,12,7,6,13,0,998,0,0,71,0,0,71,99,0,99,50,77,0,1,98,,9,11,14,1,1,2,3,10,4,1,7,6,12,5,8,9,11,,,2,,,1,,,3,,,,,,,4,7,4,7,4,7,4,7,4,7,,,,4,5,5,5,5,3,4,2,1,3,3,1,2,3,,,,,,,,,,,,,,,,9,10,6,9,9,6,6,6,7,8,6,4,5,2,,3,4,2,1,3,3,3,3,3,3,3,98,98,1,2,1,2,3,2,98,,,,,,5,1,5,4,1,1,1,2,1,1,2,2,5,4,6,1,8,7,3,,5,2,,,5,2,,3,,3,,,3,,4,4,1,1,7/5/2020 11:53,7/5/2020 13:20,87,2,1,Desktop,2,21,1,1,4,10,3,5,4,6,CA,4,9,1,1,1,2,2,3,0,0,0,0,3
